respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,Выберите язык,Возраст (количество полных лет),Пол,На каком предприятии Вы работаете?,,"Укажите компанию, в которой Вы работаете:",,К какой категории сотрудников Вы относитесь?,"Я испытываю напряжение, мне не по себе","Мне страшно. Кажется, будто что-то ужасное может вот-вот случиться",Беспокойные мысли крутятся у меня в голове,Я легко могу сесть и расслабиться,Я испытываю внутреннее напряжение или дрожь,"Я испытываю неусидчивость, словно мне постоянно нужно двигаться",У меня бывает внезапное чувство паники,"То, что приносило мне большое удовольствие, и сейчас вызывает у меня такое же чувство",Я способен рассмеяться и увидеть в том или ином событии смешное,Я чувствую себя бодрым,"Мне кажется, что я стал все делать очень медленно",Я не слежу за своей внешностью,"Я считаю, что мои дела (занятия, увлечения) могут принести мне чувство удовлетворения","Я могу получить удовольствие от хорошей книги, фильма, радио- или телепрограммы",Нуждаетесь ли Вы в психологической помощи?,"По вашему мнению, нуждаются ли ваши близкие в психологической помощи?","Знакомы ли вы с программой ERG Balance, программой психологической поддержки работников Группы?     ",Что бы вы хотели видеть в программе психологической поддержки работников Группы?,Жасы (толық жас саны),Сіздің жынысыңыз,На каком предприятии Вы работаете?,,Қандай компанияда жұмыс істейтініңізді көрсетіңіз,,Сіз қызметкерлердің қай санатына жатасыз?,"Мен қобалжушылықты сезінем, өзімді жайсыз сезінемін",Маған қорқынышты. Қорқынышты нәрсе болуы мүмкін сияқты,Басыма мазасыз ойлар келеді,"Мен отырып, бойымды еркін ұстай аламын",Мен ішкі қобалжуды немесе қорқынышты сезінемін,"Мен орнықсыздықты сезінемін, үнемі қозғалыста болуым керек сияқты",Менде кенеттен үрей пайда болады,"Бұрын маған үлкен рахат сыйлаған нәрсе, қазір де сондай сезімді сыйлайды",Мен күле аламын және сол немесе басқа оқиғада күлкілі нәрсені көре аламын,Мен өзімді сергек сезінемін,"Менің ойымша, мен бәрін өте баяу істей бастадым",Мен сыртқы келбетімді қадағаламаймын,"Менің істерім (іс-әрекеттерім, әуесқойлығым) маған қанағат сезімін сыйлайды деп санаймын","Мен жақсы кітап, фильм, радио немесе теледидар бағдарламасынан ләззат ала аламын",Сізге психологиялық көмек қажет пе?,Сіздің ойыңызша жақындарыңыз психологиялық көмекке мұқтаж ба?,Сіз ERG қызметкерлеріне психологиялық қолдау көрсету ERG Balance бағдарламасымен таныссыз ба?,ERG қызметкерлеріне психологиялық қолдау көрсету бағдарламасында не көргіңіз келеді?
118685986549,457631337,09/06/2024 07:36:39 PM,09/06/2024 07:42:58 PM,89.43.23.173,,,,,Русский,40,Женщина,КЭЗ,,,,Рабочий,совсем не испытываю,совсем не испытываю,только иногда,"определенно, это так",совсем не испытываю,совсем не испытываю,совсем не бывает,лишь в очень малой степени это так,"наверное, это так",иногда,совсем нет,"я слежу за собой так же, как и раньше","точно так, как и обычно",часто,Нет,Нет,Нет,Ничего ,,,,,,,,,,,,,,,,,,,,,,,,,
118685987212,457631337,09/06/2024 07:35:46 PM,09/06/2024 07:42:13 PM,89.42.61.85,,,,,Русский,56,Женщина,КЭЗ,,,,Рабочий,"время от времени, иногда",совсем не испытываю,время от времени,"наверное, это так",иногда,совсем не испытываю,не так уж часто,это совсем не так,"наверное, это так",практически все время,совсем нет,"я слежу за собой так же, как и раньше",совсем так не считаю,иногда,Нет,Нет,Да,,,,,,,,,,,,,,,,,,,,,,,,,,
118685986461,457631337,09/06/2024 07:36:28 PM,09/06/2024 07:42:04 PM,89.43.164.240,,,,,Русский,49,Женщина,КЭЗ,,,,Рабочий,"время от времени, иногда","иногда, но это меня не беспокоит",только иногда,"определенно, это так",иногда,совсем не испытываю,совсем не бывает,"определенно, это так","наверное, это так",совсем не чувствую,часто,определенно это так,"значительно меньше, чем раньше",часто,Нет,Да,Да,,,,,,,,,,,,,,,,,,,,,,,,,,
118685984896,457631337,09/06/2024 07:34:16 PM,09/06/2024 07:40:25 PM,62.122.109.95,,,,,Русский,32,Мужчина,КЭЗ,,,,Рабочий,"время от времени, иногда","да, это так, но страх не очень сильный",только иногда,совсем не могу,иногда,"наверное, это так",совсем не бывает,"наверное, это так","наверное, это так",очень редко,совсем нет,"я слежу за собой так же, как и раньше","точно так, как и обычно",редко,Нет,Нет,Нет,,,,,,,,,,,,,,,,,,,,,,,,,,
118685985287,457631337,09/06/2024 07:34:42 PM,09/06/2024 07:40:07 PM,89.43.164.15,,,,,Казахский,,,,,,,,,,,,,,,,,,,,,,,,,,36,Әйел,КЭЗ,,,,Жұмысшы,"анда-санда, кейде",мүлдем сезінбеймін,кейде  ғана,дәл осылай,кейде,олай емес шығар,өте жиі емес,дәл солай,дәл осылай,үнемі,жиі,дәл осылай,әдеттегідей дәл солай,жиі,Жоқ,Жоқ,Жоқ,Білмеймін
118685986651,457631337,09/06/2024 07:36:53 PM,09/06/2024 07:40:06 PM,89.42.61.108,,,,,Русский,59,Мужчина,КЭЗ,,,,Рабочий,часто,совсем не испытываю,постоянно,лишь изредка это так,совсем не испытываю,"наверное, это так",не так уж часто,лишь в очень малой степени это так,"наверное, это так",иногда,иногда,"может быть, я стал меньше уделять этому внимания","точно так, как и обычно",часто,Нет,Нет,Да,,,,,,,,,,,,,,,,,,,,,,,,,,
118685983199,457631337,09/06/2024 07:32:19 PM,09/06/2024 07:39:14 PM,212.96.74.250,,,,,Русский,52,Женщина,ССГПО,,,,Рабочий,совсем не испытываю,совсем не испытываю,только иногда,"определенно, это так",совсем не испытываю,совсем не испытываю,совсем не бывает,лишь в очень малой степени это так,совсем не способен,очень редко,совсем нет,"я слежу за собой так же, как и раньше","точно так, как и обычно",часто,Нет,Нет,Да,Поддержки ,,,,,,,,,,,,,,,,,,,,,,,,,
118685983872,457631337,09/06/2024 07:33:02 PM,09/06/2024 07:38:53 PM,37.208.46.154,,,,,Русский,37,Мужчина,ССГПО,,,,Рабочий,"время от времени, иногда",совсем не испытываю,только иногда,лишь изредка это так,совсем не испытываю,совсем не испытываю,совсем не бывает,это совсем не так,совсем не способен,иногда,иногда,"я слежу за собой так же, как и раньше",совсем так не считаю,очень редко,Нет,Нет,Нет,ничего ,,,,,,,,,,,,,,,,,,,,,,,,,
118685863903,457631337,09/06/2024 04:37:15 PM,09/06/2024 07:38:33 PM,62.122.107.197,,,,,Русский,58,Женщина,Казхром (Аксуский завод ферросплавов),,,,Рабочий,"время от времени, иногда","иногда, но это меня не беспокоит",время от времени,"наверное, это так",иногда,лишь в очень малой степени это так,не так уж часто,лишь в очень малой степени это так,лишь в очень малой степени это так,очень редко,часто,"я слежу за собой так же, как и раньше","значительно меньше, чем раньше",иногда,Да,Да,Нет,Ничего ,,,,,,,,,,,,,,,,,,,,,,,,,
118685983111,457631337,09/06/2024 07:32:22 PM,09/06/2024 07:36:19 PM,178.170.236.70,,,,,Русский,42,Мужчина,ЕЭК (Электрическая станция),,,,Руководитель,совсем не испытываю,совсем не испытываю,только иногда,"определенно, это так",совсем не испытываю,совсем не испытываю,совсем не бывает,"определенно, это так",совсем не способен,практически все время,совсем нет,"я слежу за собой так же, как и раньше","точно так, как и обычно",часто,Нет,Нет,Нет,,,,,,,,,,,,,,,,,,,,,,,,,,
118685978093,457631337,09/06/2024 07:25:45 PM,09/06/2024 07:30:47 PM,2.135.136.163,,,,,Русский,33,Мужчина,Казхром (Донской ГОК),,,,Рабочий,совсем не испытываю,совсем не испытываю,только иногда,"определенно, это так",совсем не испытываю,совсем не испытываю,совсем не бывает,"определенно, это так","определенно, это так",практически все время,совсем нет,"я слежу за собой так же, как и раньше","точно так, как и обычно",часто,Нет,Нет,Нет,Не нуждаюсь и понятия не имею что может там быть,,,,,,,,,,,,,,,,,,,,,,,,,
118683943879,457631337,09/04/2024 12:16:21 PM,09/06/2024 07:28:06 PM,95.82.114.195,,,,,Русский,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118685977144,457631337,09/06/2024 07:24:58 PM,09/06/2024 07:25:35 PM,95.82.115.187,,,,,Русский,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118685973027,457631337,09/06/2024 07:19:06 PM,09/06/2024 07:22:33 PM,95.82.73.29,,,,,Русский,36,Мужчина,ЕЭК (АУ),,,,Руководитель,совсем не испытываю,совсем не испытываю,только иногда,"определенно, это так",совсем не испытываю,лишь в очень малой степени это так,совсем не бывает,"определенно, это так",лишь в очень малой степени это так,практически все время,иногда,определенно это так,"точно так, как и обычно",часто,Нет,Нет,Нет,,,,,,,,,,,,,,,,,,,,,,,,,,
118685871402,457631337,09/06/2024 04:51:43 PM,09/06/2024 07:22:17 PM,62.122.5.14,,,,,Русский,33,Женщина,Казхром (Аксуский завод ферросплавов),,,,Рабочий,"время от времени, иногда","иногда, но это меня не беспокоит",постоянно,"определенно, это так",иногда,совсем не испытываю,не так уж часто,лишь в очень малой степени это так,лишь в очень малой степени это так,очень редко,иногда,"я слежу за собой так же, как и раньше","значительно меньше, чем раньше",иногда,Нет,Нет,Да,Все хорошо ,,,,,,,,,,,,,,,,,,,,,,,,,
118685970967,457631337,09/06/2024 07:16:31 PM,09/06/2024 07:17:21 PM,109.201.55.177,,,,,Казахский,,,,,,,,,,,,,,,,,,,,,,,,,,40,Еркек,ССГПО,,,,,,,,,,,,,,,,,,,,,,
118685967737,457631337,09/06/2024 07:12:34 PM,09/06/2024 07:15:54 PM,37.208.46.154,,,,,Русский,37,Женщина,ССГПО,,,,Рабочий,"время от времени, иногда",совсем не испытываю,только иногда,лишь изредка это так,совсем не испытываю,"наверное, это так",не так уж часто,лишь в очень малой степени это так,"наверное, это так",очень редко,иногда,"я слежу за собой так же, как и раньше","значительно меньше, чем раньше",часто,Нет,Нет,Нет,Ничего ,,,,,,,,,,,,,,,,,,,,,,,,,
118685956718,457631337,09/06/2024 06:58:54 PM,09/06/2024 07:04:31 PM,2.76.32.118,,,,,Русский,31,Мужчина,ССГПО,,,,Рабочий,совсем не испытываю,совсем не испытываю,только иногда,"определенно, это так",совсем не испытываю,лишь в очень малой степени это так,совсем не бывает,"определенно, это так","наверное, это так",практически все время,совсем нет,"может быть, я стал меньше уделять этому внимания","точно так, как и обычно",часто,Нет,Нет,Да,Все устраивает,,,,,,,,,,,,,,,,,,,,,,,,,
118685957675,457631337,09/06/2024 07:00:05 PM,09/06/2024 07:03:55 PM,178.90.61.164,,,,,Русский,39,Женщина,Казхром (Аксуский завод ферросплавов),,,,Рабочий,"время от времени, иногда","иногда, но это меня не беспокоит",время от времени,лишь изредка это так,иногда,лишь в очень малой степени это так,не так уж часто,лишь в очень малой степени это так,лишь в очень малой степени это так,практически все время,иногда,"я слежу за собой так же, как и раньше","точно так, как и обычно",иногда,Нет,Нет,Да,,,,,,,,,,,,,,,,,,,,,,,,,,
118685954081,457631337,09/06/2024 06:55:17 PM,09/06/2024 06:59:09 PM,62.122.3.93,,,,,Казахский,,,,,,,,,,,,,,,,,,,,,,,,,,37,Еркек,Казхром (Аксуский завод ферросплавов),,,,Жұмысшы,"анда-санда, кейде","кейбір кезде, бірақ бұл мені мазаламайды",кейде  ғана,дәл осылай,кейде,мүлдем сезінбеймін,мүлдем болмайды,солай шығар,олай емес шығар,кейде,мүлдем олай емес,дәл осылай,"иә, бірақ бұрынғыдай емес",сирек,,,,
118685950750,457631337,09/06/2024 06:51:22 PM,09/06/2024 06:53:56 PM,62.122.109.155,,,,,Русский,21,Женщина,ТЭЦ (Алюминий Казахстана),,,,Рабочий,"время от времени, иногда","да, это так, но страх не очень сильный",большую часть времени,"наверное, это так",иногда,лишь в очень малой степени это так,"действительно, очень часто","наверное, это так","наверное, это так",иногда,иногда,"я слежу за собой так же, как и раньше","точно так, как и обычно",часто,Да,Нет,Да,больше разговоров с психологом ,,,,,,,,,,,,,,,,,,,,,,,,,
118685941704,457631337,09/06/2024 06:38:35 PM,09/06/2024 06:50:17 PM,178.90.56.133,,,,,Русский,33,Женщина,Казхром (Аксуский завод ферросплавов),,,,Рабочий,"время от времени, иногда","иногда, но это меня не беспокоит",время от времени,лишь изредка это так,иногда,"наверное, это так",не так уж часто,"наверное, это так",лишь в очень малой степени это так,очень редко,совсем нет,"я слежу за собой так же, как и раньше","да, но не в той степени, как раньше",часто,Нет,Нет,Нет,Поддержку,,,,,,,,,,,,,,,,,,,,,,,,,
118685933105,457631337,09/06/2024 06:26:27 PM,09/06/2024 06:31:53 PM,37.150.71.180,,,,,Русский,40,Женщина,Казхром (Аксуский завод ферросплавов),,,,Рабочий,совсем не испытываю,совсем не испытываю,только иногда,"определенно, это так",иногда,совсем не испытываю,совсем не бывает,это совсем не так,совсем не способен,практически все время,иногда,"я слежу за собой так же, как и раньше","точно так, как и обычно",часто,Нет,Нет,Нет,Н сего,,,,,,,,,,,,,,,,,,,,,,,,,
118685922800,457631337,09/06/2024 06:12:08 PM,09/06/2024 06:17:16 PM,37.150.197.245,,,,,Русский,44,Мужчина,Казхром (Аксуский завод ферросплавов),,,,Руководитель,"время от времени, иногда","иногда, но это меня не беспокоит",только иногда,"наверное, это так",иногда,"определенно, это так",не так уж часто,лишь в очень малой степени это так,лишь в очень малой степени это так,иногда,совсем нет,"может быть, я стал меньше уделять этому внимания","значительно меньше, чем раньше",иногда,Нет,Да,Да,Не знаю,,,,,,,,,,,,,,,,,,,,,,,,,
118685921426,457631337,09/06/2024 06:09:58 PM,09/06/2024 06:11:30 PM,178.91.130.4,,,,,Русский,47,Женщина,Казхром (Аксуский завод ферросплавов),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118685916298,457631337,09/06/2024 06:03:07 PM,09/06/2024 06:09:33 PM,46.42.238.91,,,,,Русский,50,Женщина,Казхром (Аксуский завод ферросплавов),,,,Рабочий,"время от времени, иногда",совсем не испытываю,время от времени,"наверное, это так",иногда,совсем не испытываю,совсем не бывает,"наверное, это так","наверное, это так",иногда,иногда,"может быть, я стал меньше уделять этому внимания","да, но не в той степени, как раньше",часто,Нет,Нет,Да,Не могу сказать. ,,,,,,,,,,,,,,,,,,,,,,,,,
118685914852,457631337,09/06/2024 06:01:19 PM,09/06/2024 06:02:13 PM,109.201.56.185,,,,,Казахский,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118685908842,457631337,09/06/2024 05:53:36 PM,09/06/2024 05:59:01 PM,37.150.70.77,,,,,Русский,39,Женщина,Казхром (Аксуский завод ферросплавов),,,,Рабочий,"время от времени, иногда","иногда, но это меня не беспокоит",время от времени,лишь изредка это так,иногда,лишь в очень малой степени это так,не так уж часто,лишь в очень малой степени это так,лишь в очень малой степени это так,очень редко,часто,"может быть, я стал меньше уделять этому внимания","значительно меньше, чем раньше",редко,Нет,Нет,Нет,Затрудняюсь ответить,,,,,,,,,,,,,,,,,,,,,,,,,
118685903217,457631337,09/06/2024 05:46:46 PM,09/06/2024 05:49:05 PM,62.122.6.214,,,,,Русский,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118685901444,457631337,09/06/2024 05:44:16 PM,09/06/2024 05:47:17 PM,89.43.23.159,,,,,Русский,37,Мужчина,Алюминий Казахстана (ПАЗ),,,,Рабочий,"время от времени, иногда","да, это так, но страх не очень сильный",большую часть времени,лишь изредка это так,иногда,"определенно, это так",довольно часто,лишь в очень малой степени это так,лишь в очень малой степени это так,очень редко,иногда,"я слежу за собой так же, как и раньше","да, но не в той степени, как раньше",иногда,Нет,Нет,Нет,Не знаю,,,,,,,,,,,,,,,,,,,,,,,,,
118685901976,457631337,09/06/2024 05:45:22 PM,09/06/2024 05:45:49 PM,87.76.58.133,,,,,Русский,23,Мужчина,ССГПО,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118685899371,457631337,09/06/2024 05:40:41 PM,09/06/2024 05:43:23 PM,95.57.47.233,,,,,Русский,37,Женщина,Казхром (Аксуский завод ферросплавов),,,,Рабочий,"время от времени, иногда",совсем не испытываю,время от времени,"определенно, это так",иногда,совсем не испытываю,совсем не бывает,"наверное, это так","определенно, это так",практически все время,иногда,"я слежу за собой так же, как и раньше","точно так, как и обычно",часто,Нет,Нет,Да,,,,,,,,,,,,,,,,,,,,,,,,,,
118685894960,457631337,09/06/2024 05:33:03 PM,09/06/2024 05:40:37 PM,178.90.25.22,,,,,Русский,58,Женщина,Казхром (Аксуский завод ферросплавов),,,,Рабочий,"время от времени, иногда",совсем не испытываю,только иногда,"наверное, это так",иногда,лишь в очень малой степени это так,не так уж часто,"наверное, это так","наверное, это так",иногда,иногда,"я слежу за собой так же, как и раньше","точно так, как и обычно",часто,Нет,Нет,Нет,,,,,,,,,,,,,,,,,,,,,,,,,,
118685897651,457631337,09/06/2024 05:36:40 PM,09/06/2024 05:39:29 PM,89.43.164.103,,,,,Казахский,,,,,,,,,,,,,,,,,,,,,,,,,,39,Еркек,Казхром (Аксуский завод ферросплавов),,,,,,,,,,,,,,,,,,,,,,
118685895002,457631337,09/06/2024 05:33:27 PM,09/06/2024 05:37:11 PM,89.43.23.173,,,,,Русский,36,Мужчина,Казхром (Аксуский завод ферросплавов),,,,Рабочий,совсем не испытываю,совсем не испытываю,только иногда,"определенно, это так",совсем не испытываю,совсем не испытываю,совсем не бывает,"определенно, это так","наверное, это так",практически все время,совсем нет,"я слежу за собой так же, как и раньше","точно так, как и обычно",часто,Нет,Нет,Да,Все,,,,,,,,,,,,,,,,,,,,,,,,,
118685894861,457631337,09/06/2024 05:33:26 PM,09/06/2024 05:37:00 PM,212.45.95.98,,,,,Русский,38,Женщина,Казхром (Аксуский завод ферросплавов),,,,Рабочий,совсем не испытываю,совсем не испытываю,только иногда,"определенно, это так",совсем не испытываю,совсем не испытываю,совсем не бывает,"наверное, это так",совсем не способен,практически все время,совсем нет,"я слежу за собой так же, как и раньше",совсем так не считаю,часто,Нет,Нет,Нет,без разницы ,,,,,,,,,,,,,,,,,,,,,,,,,
118685886834,457631337,09/06/2024 05:19:33 PM,09/06/2024 05:24:38 PM,46.42.245.138,,,,,Русский,38,Женщина,Казхром (Аксуский завод ферросплавов),,,,Рабочий,совсем не испытываю,совсем не испытываю,только иногда,"наверное, это так",совсем не испытываю,совсем не испытываю,совсем не бывает,это совсем не так,совсем не способен,иногда,совсем нет,"я слежу за собой так же, как и раньше","точно так, как и обычно",часто,Нет,Нет,Да,Поддежку ,,,,,,,,,,,,,,,,,,,,,,,,,
118685886998,457631337,09/06/2024 05:19:50 PM,09/06/2024 05:22:44 PM,5.76.183.120,,,,,Русский,52,Женщина,Казхром (Аксуский завод ферросплавов),,,,Рабочий,"время от времени, иногда","да, это так, но страх не очень сильный",время от времени,лишь изредка это так,иногда,лишь в очень малой степени это так,не так уж часто,"наверное, это так",лишь в очень малой степени это так,иногда,иногда,"может быть, я стал меньше уделять этому внимания","да, но не в той степени, как раньше",иногда,Нет,Нет,Нет,---,,,,,,,,,,,,,,,,,,,,,,,,,
118685882209,457631337,09/06/2024 05:11:37 PM,09/06/2024 05:22:22 PM,89.43.23.243,,,,,Казахский,,,,,,,,,,,,,,,,,,,,,,,,,,39,Еркек,Казхром (Аксуский завод ферросплавов),,,,Жұмысшы,"анда-санда, кейде","кейбір кезде, бірақ бұл мені мазаламайды",көп уақыт бойы,солай шығар,кейде,шамалы дәрежеде ғана осылай,"шынында да, өте жиі",дәл солай,олай емес шығар,мүлдем сезбеймін,кейде,мен бұған қажетті уақытты жұмсамаймын,әдеттегідей дәл солай,арасында,Жоқ,Жоқ,Жоқ,Шнаилықты
118685883474,457631337,09/06/2024 05:13:50 PM,09/06/2024 05:18:16 PM,5.63.116.217,,,,,Русский,57,Женщина,Казхром (Аксуский завод ферросплавов),,,,Рабочий,"время от времени, иногда",совсем не испытываю,только иногда,"определенно, это так",совсем не испытываю,совсем не испытываю,совсем не бывает,"определенно, это так","определенно, это так",практически все время,совсем нет,"я слежу за собой так же, как и раньше","точно так, как и обычно",часто,Нет,Нет,Да,Кому реально помогли,,,,,,,,,,,,,,,,,,,,,,,,,
118685881668,457631337,09/06/2024 05:10:36 PM,09/06/2024 05:18:11 PM,164.0.24.88,,,,,Русский,56,Женщина,ERG Service (ПМЗ),,,,Рабочий,"время от времени, иногда",совсем не испытываю,только иногда,"определенно, это так",иногда,"наверное, это так",не так уж часто,это совсем не так,совсем не способен,очень редко,иногда,"я слежу за собой так же, как и раньше",совсем так не считаю,иногда,Нет,Нет,Нет,Честность,,,,,,,,,,,,,,,,,,,,,,,,,
118685884526,457631337,09/06/2024 05:15:42 PM,09/06/2024 05:17:13 PM,188.130.156.40,,,,,Русский,28,Мужчина,Алюминий Казахстана (КБРУ),,,,Рабочий,"время от времени, иногда","иногда, но это меня не беспокоит",время от времени,совсем не могу,очень часто,совсем не испытываю,совсем не бывает,лишь в очень малой степени это так,"наверное, это так",практически все время,совсем нет,"я слежу за собой так же, как и раньше","точно так, как и обычно",часто,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118685881179,457631337,09/06/2024 05:09:40 PM,09/06/2024 05:13:20 PM,37.230.251.75,,,,,Русский,34,Мужчина,Сервисный центр ERG,,,,Руководитель,"время от времени, иногда","иногда, но это меня не беспокоит",время от времени,"наверное, это так",совсем не испытываю,лишь в очень малой степени это так,не так уж часто,лишь в очень малой степени это так,"определенно, это так",иногда,иногда,"может быть, я стал меньше уделять этому внимания","да, но не в той степени, как раньше",иногда,Нет,Нет,Да,,,,,,,,,,,,,,,,,,,,,,,,,,
118685880664,457631337,09/06/2024 05:09:02 PM,09/06/2024 05:11:49 PM,89.43.23.197,,,,,Русский,34,Женщина,Казхром (Аксуский завод ферросплавов),,,,Рабочий,"время от времени, иногда","иногда, но это меня не беспокоит",только иногда,"наверное, это так",иногда,"наверное, это так",не так уж часто,"наверное, это так","наверное, это так",практически все время,иногда,"я не уделяю этому столько времени, сколько нужно",совсем так не считаю,иногда,Нет,Нет,Да,Епрм,,,,,,,,,,,,,,,,,,,,,,,,,
118685877868,457631337,09/06/2024 05:03:37 PM,09/06/2024 05:11:01 PM,147.30.121.250,,,,,Русский,50,Мужчина,Казхром (Аксуский завод ферросплавов),,,,Рабочий,"время от времени, иногда",совсем не испытываю,только иногда,лишь изредка это так,иногда,лишь в очень малой степени это так,не так уж часто,лишь в очень малой степени это так,"наверное, это так",иногда,иногда,"я слежу за собой так же, как и раньше","да, но не в той степени, как раньше",часто,Нет,Нет,Нет,Разум,,,,,,,,,,,,,,,,,,,,,,,,,
118685879910,457631337,09/06/2024 05:07:35 PM,09/06/2024 05:10:43 PM,37.208.46.228,,,,,Русский,47,Женщина,Алюминий Казахстана (КИР),,,,Служащий,совсем не испытываю,"иногда, но это меня не беспокоит",только иногда,"наверное, это так",совсем не испытываю,совсем не испытываю,не так уж часто,это совсем не так,"наверное, это так",практически все время,иногда,"я слежу за собой так же, как и раньше","точно так, как и обычно",часто,Нет,Нет,Да,видеоматериалы,,,,,,,,,,,,,,,,,,,,,,,,,
118685880906,457631337,09/06/2024 05:08:54 PM,09/06/2024 05:10:27 PM,37.230.251.75,,,,,Русский,41,Мужчина,Сервисный центр ERG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118685874847,457631337,09/06/2024 04:58:34 PM,09/06/2024 05:04:15 PM,37.151.115.179,,,,,Русский,48,Женщина,Казхром (Аксуский завод ферросплавов),,,,Рабочий,совсем не испытываю,совсем не испытываю,только иногда,"определенно, это так",совсем не испытываю,совсем не испытываю,совсем не бывает,лишь в очень малой степени это так,"определенно, это так",практически все время,совсем нет,"я слежу за собой так же, как и раньше","да, но не в той степени, как раньше",часто,Нет,Нет,Да,"Не знаю, индивидуальность",,,,,,,,,,,,,,,,,,,,,,,,,
118685875583,457631337,09/06/2024 05:00:11 PM,09/06/2024 05:04:10 PM,62.122.6.154,,,,,Русский,40,Женщина,Казхром (Аксуский завод ферросплавов),,,,Рабочий,"время от времени, иногда","иногда, но это меня не беспокоит",только иногда,лишь изредка это так,иногда,"наверное, это так",не так уж часто,это совсем не так,"наверное, это так",иногда,иногда,"я слежу за собой так же, как и раньше","да, но не в той степени, как раньше",иногда,Нет,Нет,Да,Затрудняюсь ответить ,,,,,,,,,,,,,,,,,,,,,,,,,
118685875121,457631337,09/06/2024 04:59:22 PM,09/06/2024 05:03:55 PM,46.42.239.165,,,,,Русский,27,Женщина,Казхром (Аксуский завод ферросплавов),,,,Рабочий,совсем не испытываю,совсем не испытываю,только иногда,"определенно, это так",иногда,совсем не испытываю,совсем не бывает,"определенно, это так",лишь в очень малой степени это так,практически все время,совсем нет,"я слежу за собой так же, как и раньше","точно так, как и обычно",иногда,Нет,Нет,Да,Не имею понятия ,,,,,,,,,,,,,,,,,,,,,,,,,
118685874205,457631337,09/06/2024 04:57:36 PM,09/06/2024 05:00:41 PM,109.201.58.71,,,,,Русский,31,Мужчина,ERG Service (РРУ),,,,Рабочий,"время от времени, иногда","иногда, но это меня не беспокоит",время от времени,"наверное, это так",иногда,"определенно, это так",не так уж часто,"наверное, это так","определенно, это так",практически все время,иногда,"может быть, я стал меньше уделять этому внимания","точно так, как и обычно",часто,Нет,Нет,Нет,,,,,,,,,,,,,,,,,,,,,,,,,,
118685872265,457631337,09/06/2024 04:53:25 PM,09/06/2024 04:57:33 PM,2.133.157.32,,,,,Русский,45,Женщина,Казхром (Аксуский завод ферросплавов),,,,Рабочий,совсем не испытываю,совсем не испытываю,только иногда,"наверное, это так",совсем не испытываю,"наверное, это так",не так уж часто,"наверное, это так","определенно, это так",практически все время,совсем нет,"я слежу за собой так же, как и раньше","точно так, как и обычно",часто,Нет,Нет,Да,Не чего ,,,,,,,,,,,,,,,,,,,,,,,,,
118685871791,457631337,09/06/2024 04:52:48 PM,09/06/2024 04:56:01 PM,178.90.9.255,,,,,Русский,37,Женщина,Казхром (Аксуский завод ферросплавов),,,,Рабочий,совсем не испытываю,совсем не испытываю,только иногда,"определенно, это так",совсем не испытываю,совсем не испытываю,совсем не бывает,"определенно, это так","определенно, это так",практически все время,совсем нет,"я слежу за собой так же, как и раньше","точно так, как и обычно",часто,Нет,Нет,Нет,Незнаю,,,,,,,,,,,,,,,,,,,,,,,,,
118685872479,457631337,09/06/2024 04:53:57 PM,09/06/2024 04:54:40 PM,62.122.108.2,,,,,Русский,36,Женщина,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118685869125,457631337,09/06/2024 04:47:40 PM,09/06/2024 04:52:32 PM,62.122.1.186,,,,,Русский,38,Мужчина,ТЭЦ (Алюминий Казахстана),,,,Специалист,"время от времени, иногда",совсем не испытываю,время от времени,"определенно, это так",иногда,лишь в очень малой степени это так,не так уж часто,"наверное, это так","определенно, это так",иногда,иногда,"я не уделяю этому столько времени, сколько нужно","да, но не в той степени, как раньше",часто,Нет,Нет,Да,,,,,,,,,,,,,,,,,,,,,,,,,,
118685867591,457631337,09/06/2024 04:44:28 PM,09/06/2024 04:50:40 PM,89.42.61.153,,,,,Русский,52,Мужчина,Другое (укажите),КЭЗ,,,Специалист,часто,"да, это так, но страх не очень сильный",время от времени,"наверное, это так",иногда,лишь в очень малой степени это так,не так уж часто,"наверное, это так","наверное, это так",иногда,совсем нет,"я слежу за собой так же, как и раньше","точно так, как и обычно",часто,Нет,Нет,Нет,Ничего,,,,,,,,,,,,,,,,,,,,,,,,,
